n,average_call_loss_rate
544,0.9023700000000001
545,0.8258300000000001
546,0.8560500000000001
547,0.8588199999999999
548,0.8625400000000001
549,0.8681300000000001
550,0.9329399999999998
551,0.9149900000000001
552,0.8916300000000001
553,0.94924
554,0.89746
555,0.8504099999999999
556,0.83293
557,0.90334
558,0.8783899999999999
559,0.8937000000000002
560,0.83476
561,0.8816200000000001
562,0.8592400000000001
563,0.92472
564,0.9345700000000001
565,0.84192
566,0.84741
567,0.82724
568,0.91006
569,0.87425
570,0.9111399999999998
571,0.9022400000000002
572,0.89726
573,0.9134800000000001
574,0.9373600000000002
575,0.8281699999999999
576,0.91607
577,0.8532299999999999
578,0.8382
579,0.91999
580,0.82779
581,0.8705400000000001
582,0.9062699999999999
583,0.91668
584,0.87097
585,0.8932800000000001
586,0.88156
587,0.8778200000000002
588,0.88595
589,0.8687699999999999
590,0.8360799999999999
591,0.8094299999999999
592,0.8622099999999999
593,0.9049799999999999
594,0.89144
595,0.83452
596,0.87055
597,0.8922100000000001
598,0.9029800000000001
599,0.86159
600,0.92114
601,0.8747400000000001
602,0.90083
603,0.87417
604,0.8831100000000001
605,0.89817
606,0.8670900000000001
607,0.82883
608,0.8680900000000001
609,0.89724
610,0.86452
611,0.8924299999999998
612,0.8855500000000001
613,0.89373
614,0.8452
615,0.8454200000000001
616,0.8462000000000002
617,0.8874100000000003
618,0.8589300000000002
619,0.8362700000000001
620,0.88138
621,0.88071
622,0.8646800000000001
623,0.86492
624,0.91188
625,0.90549
626,0.9402100000000002
627,0.8516
628,0.8756900000000002
629,0.87145
630,0.8418499999999998
631,0.8989099999999999
632,0.9149200000000001
633,0.8085700000000001
634,0.92103
635,0.86608
636,0.908
637,0.8853899999999999
638,0.8806599999999998
639,0.8639399999999998
640,0.8681300000000001
641,0.9202299999999999
642,0.87124
643,0.86656
644,0.8215299999999999
645,0.85655
646,0.8852099999999998
647,0.87658
648,0.87971
649,0.84833
650,0.93072
651,0.87191
652,0.90297
653,0.8622399999999999
654,0.8867700000000001
655,0.9071299999999999
656,0.88558
657,0.8716799999999999
658,0.9132199999999999
659,0.8585200000000001
660,0.87952
661,0.89344
662,0.86141
663,0.8932200000000001
664,0.8714000000000001
665,0.85115
666,0.9123599999999998
667,0.8878199999999999
668,0.8729999999999999
669,0.90152
670,0.9139700000000002
671,0.90812
672,0.86403
673,0.9383900000000001
674,0.8784700000000001
675,0.8919499999999999
676,0.86858
677,0.9094299999999998
678,0.8650900000000001
679,0.8910899999999999
680,0.8507200000000001
681,0.8862099999999999
682,0.9050600000000001
683,0.88016
684,0.8546400000000001
685,0.9085699999999999
686,0.9290100000000001
687,0.9365700000000002
688,0.91554
689,0.8663000000000001
690,0.9341799999999999
691,0.89578
692,0.9169799999999999
693,0.8803500000000002
694,0.841
695,0.8975099999999998
696,0.8838600000000001
697,0.8908699999999999
698,0.9342500000000001
699,0.9146199999999999
700,0.8733700000000001
701,0.83187
702,0.90019
703,0.88758
704,0.88325
705,0.8573500000000001
706,0.9152499999999998
707,0.8467
708,0.8225100000000001
709,0.91791
710,0.8798
711,0.8541000000000001
712,0.8296399999999998
713,0.8774600000000001
714,0.8148800000000002
715,0.9116000000000002
716,0.88536
717,0.9395300000000001
718,0.9305399999999999
719,0.8912000000000001
720,0.8770200000000001
721,0.9062199999999999
722,0.8745600000000001
723,0.93781
724,0.88818
725,0.8891300000000001
726,0.88545
727,0.8852800000000001
728,0.87196
729,0.8233199999999998
730,0.8604399999999999
731,0.9135899999999999
732,0.93983
733,0.88218
734,0.9083400000000001
735,0.90816
736,0.92168
737,0.91127
738,0.9311599999999999
739,0.8971199999999999
740,0.88608
741,0.8731
742,0.8883099999999999
743,0.85258
744,0.86947
745,0.90084
746,0.86635
747,0.95061
748,0.9250499999999999
749,0.8804500000000001
750,0.8983399999999999
751,0.8886600000000001
752,0.94466
753,0.91816
754,0.87187
755,0.9130499999999999
756,0.9238799999999999
757,0.89056
758,0.9324
759,0.8931100000000001
760,0.9319899999999999
761,0.8993499999999999
762,0.8955800000000002
763,0.87538
764,0.8641399999999999
765,0.9035399999999999
766,0.8478600000000001
767,0.8766300000000001
768,0.9313100000000001
769,0.86525
770,0.89178
771,0.8925000000000001
772,0.92683
773,0.85287
774,0.9171800000000001
775,0.92988
776,0.9224599999999998
777,0.9013500000000001
778,0.90048
779,0.8429500000000001
780,0.8681000000000001
781,0.90891
782,0.94514
783,0.9043400000000001
784,0.9032800000000002
785,0.8802299999999998
786,0.89993
787,0.83987
788,0.8637899999999998
789,0.8685600000000001
790,0.9471399999999999
791,0.91734
792,0.91751
793,0.9412400000000002
794,0.9022899999999998
795,0.91265
796,0.91334
797,0.8816
798,0.88527
799,0.8345100000000001
800,0.9028499999999999
801,0.8844800000000002
802,0.9129799999999999
803,0.89007
804,0.9262
805,0.9261500000000001
806,0.8772500000000003
807,0.90639
808,0.9137200000000002
809,0.8898699999999999
810,0.8706200000000001
811,0.88347
812,0.8957
813,0.8805499999999998
814,0.8800100000000001
815,0.8484400000000001
816,0.92258
817,0.8462600000000002
818,0.9353400000000001
819,0.9493500000000001
820,0.9343400000000001
821,0.9349800000000001
822,0.8918699999999999
823,0.9016199999999998
824,0.9448000000000001
825,0.9016500000000001
826,0.8628599999999998
827,0.89204
828,0.8976200000000001
829,0.9036800000000001
830,0.9002000000000001
831,0.9119300000000001
832,0.8900099999999999
833,0.9110799999999999
834,0.9290200000000001
835,0.8725299999999999
836,0.9191100000000001
837,0.89429
838,0.8734400000000001
839,0.89125
840,0.84677
841,0.8887999999999998
842,0.90001
843,0.9062199999999997
844,0.88153
845,0.9201499999999999
846,0.92699
847,0.8707100000000001
848,0.9292600000000002
849,0.8981199999999999
850,0.88078
851,0.84514
852,0.93017
853,0.9189400000000001
854,0.89674
855,0.87973
856,0.9132899999999999
857,0.8816599999999999
858,0.91774
859,0.90855
860,0.94543
861,0.91616
862,0.86495
863,0.91364
864,0.89039
865,0.8745999999999998
866,0.9455199999999999
867,0.9081699999999999
868,0.9010400000000001
869,0.89157
870,0.908
871,0.91781
872,0.89482
873,0.9149799999999999
874,0.9005199999999999
875,0.91776
876,0.89111
877,0.9147300000000002
878,0.87363
879,0.95328
880,0.8778799999999999
881,0.92677
882,0.9039300000000001
883,0.81985
884,0.92911
885,0.92432
886,0.9319599999999998
887,0.9190999999999999
888,0.92064
889,0.8863300000000001
890,0.9271699999999999
891,0.8855500000000001
892,0.92125
893,0.94429
894,0.8968299999999999
895,0.9160799999999998
896,0.85703
897,0.86757
898,0.9244200000000001
899,0.9231200000000002
900,0.9109299999999999
901,0.9187500000000002
902,0.9338099999999999
903,0.9367899999999999
904,0.9174599999999999
905,0.9176500000000001
906,0.90173
907,0.8911300000000001
908,0.91829
909,0.92402
910,0.9328199999999999
911,0.89416
912,0.88526
913,0.9236699999999999
914,0.88577
915,0.87529
916,0.9038
917,0.9057299999999999
918,0.92932
919,0.9279399999999999
920,0.89408
921,0.87096
922,0.8674199999999999
923,0.9243200000000001
924,0.8374199999999998
925,0.8634700000000001
926,0.8825899999999999
927,0.88473
928,0.95368
929,0.9011699999999999
930,0.88041
931,0.89741
932,0.9253399999999999
933,0.87438
934,0.8648899999999999
935,0.8684900000000001
936,0.9134500000000001
937,0.90316
938,0.93815
939,0.92323
940,0.8992799999999999
941,0.90435
942,0.9299900000000001
943,0.9083
944,0.8748400000000001
945,0.9152000000000001
946,0.9349800000000001
947,0.8907900000000002
948,0.8498000000000001
949,0.9186099999999999
950,0.88254
951,0.9146699999999999
952,0.93553
953,0.91143
954,0.93459
955,0.9257699999999998
956,0.9215899999999999
957,0.87896
958,0.9199399999999999
959,0.90541
960,0.9294300000000002
961,0.9055799999999999
962,0.92806
963,0.84817
964,0.92972
965,0.86494
966,0.9281899999999998
967,0.9473900000000001
968,0.9098600000000001
969,0.9519599999999999
970,0.9213699999999999
971,0.9154500000000001
972,0.8734000000000002
973,0.8966100000000001
974,0.9072799999999999
975,0.96212
976,0.89673
977,0.89843
978,0.9092400000000002
979,0.9076700000000001
980,0.9097900000000001
981,0.89063
982,0.92208
983,0.9343600000000002
984,0.9043299999999999
985,0.9255800000000001
986,0.9388399999999999
987,0.8733200000000002
988,0.9118599999999999
989,0.90129
990,0.8783200000000001
991,0.9233499999999999
992,0.93422
993,0.9179200000000002
994,0.89718
995,0.9077299999999999
996,0.90854
997,0.9489000000000001
998,0.8941600000000001
999,0.87508
1000,0.89238
1001,0.89566
1002,0.8897999999999999
1003,0.9407900000000001
1004,0.8789399999999998
1005,0.9113100000000001
1006,0.9492700000000001
1007,0.8965100000000001
1008,0.8901900000000001
1009,0.9304
1010,0.92577
1011,0.92681
1012,0.9148999999999999
1013,0.8776200000000001
1014,0.9425299999999999
1015,0.8815500000000001
1016,0.8947700000000001
1017,0.94514
1018,0.9085099999999999
1019,0.87367
1020,0.9116400000000002
1021,0.9390700000000001
1022,0.91199
1023,0.91693
1024,0.93073
1025,0.95713
1026,0.93287
1027,0.8337999999999999
1028,0.8729700000000001
1029,0.9214100000000002
1030,0.90273
1031,0.8888300000000001
1032,0.85849
1033,0.9020599999999999
1034,0.9335799999999999
1035,0.8510200000000001
1036,0.9233099999999999
1037,0.89277
1038,0.90575
1039,0.90005
1040,0.93295
1041,0.8775900000000002
1042,0.8987899999999998
1043,0.9145900000000001
1044,0.92065
1045,0.89237
1046,0.8965500000000001
1047,0.93912
1048,0.9160599999999999
1049,0.8980500000000001
1050,0.93218
1051,0.9286199999999999
1052,0.9000800000000002
1053,0.9264000000000001
1054,0.9048999999999999
1055,0.91867
1056,0.8466000000000001
1057,0.92936
1058,0.9049299999999999
1059,0.87446
1060,0.8819700000000001
1061,0.9031499999999999
1062,0.92498
1063,0.93223
1064,0.9036500000000001
1065,0.9614100000000001
1066,0.9202499999999999
1067,0.8687500000000001
1068,0.9389099999999999
1069,0.87263
1070,0.92601
1071,0.8984099999999999
1072,0.9321399999999999
1073,0.9291499999999999
1074,0.91585
1075,0.89732
1076,0.8619999999999999
1077,0.9383599999999997
1078,0.9235200000000001
1079,0.89589
1080,0.90038
1081,0.90412
1082,0.8786000000000002
1083,0.9085099999999999
1084,0.9414299999999999
1085,0.9120500000000001
1086,0.9076500000000001
1087,0.89803
1088,0.90506
1089,0.94825
1090,0.94485
1091,0.90364
1092,0.87569
1093,0.92035
1094,0.9192600000000001
1095,0.93395
1096,0.9061100000000002
1097,0.9391900000000002
1098,0.85943
1099,0.9117900000000001
1100,0.9361900000000001
1101,0.9495499999999998
1102,0.9444099999999999
1103,0.88867
1104,0.9105799999999998
1105,0.9535499999999999
1106,0.8635300000000001
1107,0.92293
1108,0.84436
1109,0.88799
1110,0.88017
1111,0.89954
1112,0.84704
1113,0.9174999999999999
1114,0.92612
1115,0.9185800000000001
1116,0.8953199999999999
1117,0.9033599999999999
1118,0.95013
1119,0.9046199999999999
1120,0.89932
1121,0.9343
1122,0.8528399999999999
1123,0.9085700000000001
1124,0.9290199999999998
1125,0.9508300000000001
1126,0.8681599999999999
1127,0.9159700000000001
1128,0.9087099999999999
1129,0.8965700000000002
1130,0.9292400000000001
1131,0.9116800000000002
1132,0.94823
1133,0.89672
1134,0.90215
1135,0.90877
1136,0.8984
1137,0.92882
1138,0.90776
1139,0.8954600000000001
1140,0.90052
1141,0.9311299999999999
1142,0.92609
1143,0.9307200000000002
1144,0.88906
1145,0.8793300000000001
1146,0.93546
1147,0.91645
1148,0.93503
1149,0.958
1150,0.9293100000000003
1151,0.88376
1152,0.9132
1153,0.90209
1154,0.8990600000000001
1155,0.88087
1156,0.9255199999999999
1157,0.9106400000000001
1158,0.91964
1159,0.93064
1160,0.8377800000000001
1161,0.9349500000000001
1162,0.9150300000000001
1163,0.88472
1164,0.8864599999999999
1165,0.8956199999999999
1166,0.89429
1167,0.8488899999999999
1168,0.9199700000000002
1169,0.8921899999999999
1170,0.8840000000000001
1171,0.94754
1172,0.9316800000000001
1173,0.87895
1174,0.9086299999999999
1175,0.8867799999999999
1176,0.87008
1177,0.86975
1178,0.89367
1179,0.8916699999999999
1180,0.91762
1181,0.9260999999999999
1182,0.8750899999999998
1183,0.90995
1184,0.90671
1185,0.9082500000000001
1186,0.94177
1187,0.9170999999999999
1188,0.93381
1189,0.92154
1190,0.8824799999999999
1191,0.9324900000000002
1192,0.8977999999999999
1193,0.8778
1194,0.9320299999999999
1195,0.84154
1196,0.8816200000000001
1197,0.8545299999999999
1198,0.90116
1199,0.8768400000000002
1200,0.8560000000000001
1201,0.92197
1202,0.9421799999999999
1203,0.9325800000000001
1204,0.92233
1205,0.9392299999999999
1206,0.9114699999999999
1207,0.9008
1208,0.8857799999999999
1209,0.8445499999999999
1210,0.9605099999999999
1211,0.9087599999999998
1212,0.92767
1213,0.88735
1214,0.9354299999999999
1215,0.91012
1216,0.90288
1217,0.92218
1218,0.92492
1219,0.93668
1220,0.91375
1221,0.8826600000000001
1222,0.92663
1223,0.9474500000000001
1224,0.91975
1225,0.8722099999999999
1226,0.9026
1227,0.8641500000000001
1228,0.8918600000000001
1229,0.91591
1230,0.9161399999999998
1231,0.9052
1232,0.93926
1233,0.9115599999999999
1234,0.9358199999999999
1235,0.9155
1236,0.9211300000000001
1237,0.8899999999999999
1238,0.92631
1239,0.93431
1240,0.88989
1241,0.90335
1242,0.93782
1243,0.9097
1244,0.93047
1245,0.8690199999999999
1246,0.8747
1247,0.90134
1248,0.9458
1249,0.91899
1250,0.9135
1251,0.9228499999999998
1252,0.91136
1253,0.89449
1254,0.8948600000000001
1255,0.87217
1256,0.91418
1257,0.95699
1258,0.9022
1259,0.89686
1260,0.9483099999999999
1261,0.86675
1262,0.9086000000000002
1263,0.91153
1264,0.91443
1265,0.8923
1266,0.91877
1267,0.8983399999999999
1268,0.9276
1269,0.95753
1270,0.9298200000000001
1271,0.93183
1272,0.9345700000000001
1273,0.9388299999999999
1274,0.93026
1275,0.95251
1276,0.8990599999999999
1277,0.93635
1278,0.93148
1279,0.88676
1280,0.89782
1281,0.9253500000000001
1282,0.9475900000000002
1283,0.88849
1284,0.9667
1285,0.93047
1286,0.8996000000000001
1287,0.86229
1288,0.9115
1289,0.9074399999999999
1290,0.89968
1291,0.87891
1292,0.87256
1293,0.90696
1294,0.9074599999999998
1295,0.91974
1296,0.95137
1297,0.9183100000000002
1298,0.9406399999999999
1299,0.9158799999999999
1300,0.9190000000000002
1301,0.91524
1302,0.9002100000000001
1303,0.9133700000000001
1304,0.91455
1305,0.94818
1306,0.8862399999999999
1307,0.9453400000000001
1308,0.9157299999999999
1309,0.87676
1310,0.9120800000000001
1311,0.9097500000000002
1312,0.89266
1313,0.9570299999999999
1314,0.9277000000000001
1315,0.92845
1316,0.8786799999999999
1317,0.88911
1318,0.96364
1319,0.8982299999999999
1320,0.9310900000000002
1321,0.9575100000000001
1322,0.91067
1323,0.86793
1324,0.9232000000000001
1325,0.9120100000000001
1326,0.9105400000000001
1327,0.9071100000000001
1328,0.9369900000000001
1329,0.93521
1330,0.9314899999999999
1331,0.88859
1332,0.9410700000000001
1333,0.93354
1334,0.89863
1335,0.9154899999999999
1336,0.9038400000000001
1337,0.9037
1338,0.95954
1339,0.93505
1340,0.89247
1341,0.9597399999999998
1342,0.9517599999999999
1343,0.8806799999999999
1344,0.89559
1345,0.92797
1346,0.94891
1347,0.9236099999999998
1348,0.9579900000000002
1349,0.8985999999999998
1350,0.9439500000000001
1351,0.90669
1352,0.9471799999999998
1353,0.9087500000000001
1354,0.9209799999999999
1355,0.91557
1356,0.9187299999999998
1357,0.8723600000000001
1358,0.8891199999999999
1359,0.93965
1360,0.9049299999999999
1361,0.9038499999999999
1362,0.94108
1363,0.95368
1364,0.90678
1365,0.91327
1366,0.9377600000000001
1367,0.8924100000000001
1368,0.8826
1369,0.8953200000000001
1370,0.8892599999999999
1371,0.95221
1372,0.91576
1373,0.9664299999999999
1374,0.9341700000000002
1375,0.89306
1376,0.91981
1377,0.92289
1378,0.8881500000000001
1379,0.9480600000000001
1380,0.8939200000000002
1381,0.8798400000000001
1382,0.90097
1383,0.91318
1384,0.91706
1385,0.92215
1386,0.90846
1387,0.93385
1388,0.9083800000000002
1389,0.9571299999999999
1390,0.9045400000000001
1391,0.95259
1392,0.8788600000000001
1393,0.9211499999999999
1394,0.9330300000000001
1395,0.89076
1396,0.9191699999999999
1397,0.8695299999999999
1398,0.89315
1399,0.92326
1400,0.89612
1401,0.9065700000000001
1402,0.9130500000000001
1403,0.9568199999999999
1404,0.94314
1405,0.9174599999999999
1406,0.8867900000000001
1407,0.9140900000000001
1408,0.8470600000000001
1409,0.8980499999999999
1410,0.9264299999999999
1411,0.95814
1412,0.90016
1413,0.94356
1414,0.9497199999999999
1415,0.93421
1416,0.89856
1417,0.88408
1418,0.87687
1419,0.8472200000000001
1420,0.9170100000000001
1421,0.9539199999999999
1422,0.8803199999999999
1423,0.8978300000000001
1424,0.9516
1425,0.9314600000000001
1426,0.8943399999999999
1427,0.89611
1428,0.92852
1429,0.9527699999999999
1430,0.92391
1431,0.86623
1432,0.9129799999999999
1433,0.8816199999999998
1434,0.9399900000000001
1435,0.92045
1436,0.9193999999999999
1437,0.9285099999999998
1438,0.9056799999999999
1439,0.9363500000000002
1440,0.88405
1441,0.9188399999999998
1442,0.9103899999999999
1443,0.90054
1444,0.94228
1445,0.8953000000000001
1446,0.9106800000000002
1447,0.9012200000000001
1448,0.90587
1449,0.89312
1450,0.8959199999999999
1451,0.8825399999999999
1452,0.8842699999999999
1453,0.92432
1454,0.8836800000000002
1455,0.93468
1456,0.95177
1457,0.9137300000000002
1458,0.90209
1459,0.9046099999999999
1460,0.91339
1461,0.9302299999999999
1462,0.9270099999999999
1463,0.9056999999999998
1464,0.92425
1465,0.9406299999999999
1466,0.88507
1467,0.93093
1468,0.9420499999999998
1469,0.9355100000000001
1470,0.91623
1471,0.92042
1472,0.9284600000000001
1473,0.9378499999999999
1474,0.9400600000000001
1475,0.9253600000000001
1476,0.8816599999999999
1477,0.9290499999999999
1478,0.8653299999999999
1479,0.92132
1480,0.8853200000000001
1481,0.9028799999999999
1482,0.90973
1483,0.9209599999999998
1484,0.88745
1485,0.86814
1486,0.93488
1487,0.9287599999999999
1488,0.93514
1489,0.9093600000000001
1490,0.8786400000000001
